# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (m/s),Total acceleration (G),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (mm),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
83.26,401.61,-9.531,-0.0019545,9.5229,0.017948,-217.96,0.039127,217.96,179.99,5.218,0.017841,40,-100,0.9989,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028608,276477,0,2.6057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3413e-4,NaN,NaN,NaN,NaN,5.1361,2.6086,804.43,332.88,0.5,0.10553
83.76,396.84,-9.527,8.1889e-4,9.5352,0.02978,-220.53,0.038894,220.53,179.99,5.072,0.029768,40,-100,0.9989,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028643,276943,0,2.6137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3346e-4,NaN,NaN,NaN,NaN,4.9352,2.6395,804.91,332.9,0.5,0.10559
84.26,392.08,-9.5264,1.1761e-4,9.5279,0.013839,-223.09,0.03866,223.09,179.99,5.1398,0.013838,40,-100,0.9989,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028619,276842,0,2.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3217e-4,NaN,NaN,NaN,NaN,5.205,2.6705,805.39,332.92,0.5,0.10566
84.76,387.32,-9.5243,4.2432e-4,9.5268,0.0090592,-225.65,0.038426,225.65,179.99,5.0955,0.0090492,40,-100,0.9989,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028614,276919,0,2.6116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3274e-4,NaN,NaN,NaN,NaN,5.0546,2.7015,805.88,332.94,0.5,0.10572
85.26,382.56,-9.5222,4.3439e-4,9.5243,0.0026615,-228.19,0.038193,228.19,179.99,5.0826,0.0026258,40,-100,0.9989,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028605,276959,0,2.6116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3234e-4,NaN,NaN,NaN,NaN,5.0715,2.7324,806.36,332.95,0.5,0.10579
85.76,377.8,-9.5195,5.5302e-4,9.523,0.012974,-230.75,0.037961,230.75,179.99,5.1462,0.012962,40,-100,0.9989,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.0286,277030,0,2.6121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3221e-4,NaN,NaN,NaN,NaN,5.2071,2.7634,806.84,332.97,0.5,0.10586
86.26,373.04,-9.5169,5.1569e-4,9.5207,0.016459,-233.3,0.037728,233.3,179.99,5.0655,0.016451,40,-100,0.99891,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028591,277074,0,2.6121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3273e-4,NaN,NaN,NaN,NaN,4.9905,2.7943,807.32,332.99,0.5,0.10593
86.76,368.28,-9.5147,4.5144e-4,9.5181,0.015515,-235.81,0.037495,235.81,179.99,4.9894,0.015508,40,-100,0.99891,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028582,277106,0,2.6119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3202e-4,NaN,NaN,NaN,NaN,4.9188,2.8253,807.8,333.01,0.5,0.10599
87.26,363.52,-9.5112,7.1688e-4,9.5182,0.02724,-238.28,0.037265,238.28,179.99,4.8559,0.027231,40,-100,0.99891,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028581,277220,0,2.6133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3136e-4,NaN,NaN,NaN,NaN,4.7313,2.8562,808.28,333.03,0.5,0.10606
87.76,358.77,-9.5092,4.0218e-4,9.5142,0.025065,-240.67,0.037038,240.67,179.99,4.733,0.025062,40,-100,0.99891,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028567,277212,0,2.6123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3021e-4,NaN,NaN,NaN,NaN,4.6184,2.8871,808.77,333.05,0.5,0.1062
88.26,354.01,-9.5079,2.8081e-4,9.5104,0.015686,-243.06,0.036815,243.06,179.99,4.8099,0.015684,40,-100,0.99891,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028554,277212,0,2.6115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2919e-4,NaN,NaN,NaN,NaN,4.8833,2.918,809.25,333.07,0.5,0.10635
88.76,349.26,-9.4855,0.0045668,9.548,0.092525,-245.35,0.036596,245.35,179.99,4.3568,0.092412,40,-100,0.99891,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028665,278417,0,2.6335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.298e-4,NaN,NaN,NaN,NaN,3.9353,2.9489,809.73,333.09,0.5,0.10642
89.26,344.52,-9.5016,-0.003282,9.4912,0.034586,-247.57,0.036382,247.57,179.99,4.5256,0.03443,40,-100,0.99892,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028493,276869,0,2.6035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.26e-4,NaN,NaN,NaN,NaN,4.6859,2.9798,810.21,333.1,0.5,0.1065
89.76,339.77,-9.5017,-1.932e-5,9.5016,0.001563,-249.84,0.036174,249.84,179.99,4.5333,0.0015629,40,-100,0.99892,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028523,277281,0,2.6104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2746e-4,NaN,NaN,NaN,NaN,4.5415,3.0106,810.69,333.12,0.5,0.10657
90.26,335.02,-9.4979,7.6918e-4,9.5044,0.024015,-252.13,0.035968,252.13,179.99,4.651,0.024003,40,-100,0.99892,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.02853,277473,0,2.6133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2752e-4,NaN,NaN,NaN,NaN,4.7625,3.0415,811.17,333.14,0.5,0.10664
90.76,330.27,-9.4931,9.8005e-4,9.5056,0.040508,-254.41,0.03576,254.41,179.99,4.4524,0.040496,40,-100,0.99892,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028532,277618,0,2.6152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2842e-4,NaN,NaN,NaN,NaN,4.2673,3.0724,811.65,333.16,0.5,0.10671
91.26,325.53,-9.4767,0.0033324,9.5283,0.086339,-256.74,0.035553,256.74,179.99,4.8755,0.086274,40,-100,0.99892,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028598,278388,0,2.6289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2681e-4,NaN,NaN,NaN,NaN,5.2707,3.1032,812.13,333.18,0.5,0.1068
91.76,320.79,-9.4828,-0.0012463,9.4965,0.064386,-259.26,0.035344,259.26,179.99,5.1911,0.064374,40,-100,0.99892,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028501,277569,0,2.6127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3005e-4,NaN,NaN,NaN,NaN,5.488,3.1341,812.61,333.2,0.5,0.10687
92.26,316.04,-9.4874,-9.2334e-4,9.4889,0.035567,-261.9,0.035124,261.9,179.99,5.3655,0.035555,40,-100,0.99892,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028477,277455,0,2.6097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3278e-4,NaN,NaN,NaN,NaN,5.53,3.1649,813.09,333.22,0.5,0.10694
92.76,311.3,-9.488,-1.2044e-4,9.4875,0.0042564,-264.57,0.034895,264.57,179.99,5.3446,0.0042547,40,-100,0.99893,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028471,277521,0,2.6102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3434e-4,NaN,NaN,NaN,NaN,5.3261,3.1957,813.57,333.24,0.5,0.107
93.26,306.56,-9.4847,6.6889e-4,9.4898,0.019767,-267.27,0.034658,267.27,179.99,5.4415,0.019756,40,-100,0.99893,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028476,277699,0,2.6128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3417e-4,NaN,NaN,NaN,NaN,5.5331,3.2265,814.05,333.25,0.5,0.10707
93.76,301.82,-9.4672,0.0035594,9.516,0.081745,-269.89,0.034417,269.89,179.99,5.041,0.081667,40,-100,0.99893,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028553,278574,0,2.6285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3499e-4,NaN,NaN,NaN,NaN,4.6698,3.2574,814.53,333.27,0.5,0.10713
94.26,297.08,-9.4817,-0.0029466,9.4672,0.0029513,-272.41,0.034178,272.41,179.99,5.0418,1.6654e-4,40,-100,0.99893,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028405,277254,0,2.6028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3135e-4,NaN,NaN,NaN,NaN,5.0436,3.2882,815.01,333.29,0.5,0.10721
94.687,293.04,-9.45,0.0075757,9.5481,0.1195,-274.67,0.033979,274.67,179.99,5.5408,0.11926,40,-100,0.99893,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028646,279732,0,2.6487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3149e-4,NaN,NaN,NaN,NaN,6.1664,3.319,815.49,333.31,0.42665,0.10728
95.187,288.31,-9.4773,-0.0055669,9.4512,0.016867,-277.42,0.033742,277.42,179.99,5.4628,0.015922,40,-100,0.99893,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028354,276983,0,2.5963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3557e-4,NaN,NaN,NaN,NaN,5.3904,3.3452,815.9,333.33,0.5,0.10734
95.687,283.57,-9.4733,8.2041e-4,9.4801,0.024176,-280.18,0.033498,280.18,179.99,5.5812,0.024162,40,-100,0.99893,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028439,277938,0,2.6134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3512e-4,NaN,NaN,NaN,NaN,5.6928,3.376,816.38,333.34,0.5,0.10741
96.187,278.84,-9.4675,0.0011745,9.4829,0.045146,-283.03,0.033251,283.03,179.99,5.8025,0.045131,40,-100,0.99894,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028446,278130,0,2.6162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3615e-4,NaN,NaN,NaN,NaN,6.0098,3.4068,816.86,333.36,0.5,0.10747
96.687,274.11,-9.4587,0.0017872,9.49,0.069171,-285.84,0.032999,285.84,179.99,5.4635,0.069148,40,-100,0.99894,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028466,278445,0,2.6214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3813e-4,NaN,NaN,NaN,NaN,5.1493,3.4375,817.34,333.38,0.5,0.10754
97.187,269.38,-9.468,-0.0018957,9.4594,0.012062,-288.56,0.032745,288.56,179.99,5.4051,0.011912,40,-100,0.99894,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028372,277654,0,2.6057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3495e-4,NaN,NaN,NaN,NaN,5.3515,3.4683,817.82,333.4,0.5,0.10762
97.687,264.65,-9.4543,0.0028071,9.4902,0.068549,-291.35,0.032495,291.35,179.99,5.7409,0.068491,40,-100,0.99894,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028463,278666,0,2.624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3452e-4,NaN,NaN,NaN,NaN,6.0535,3.4991,818.29,333.42,0.5,0.10768
98.187,259.92,-9.4494,9.8455e-4,9.4822,0.077052,-294.12,0.032245,294.12,179.99,5.3631,0.077046,40,-100,0.99894,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028438,278539,0,2.6208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3744e-4,NaN,NaN,NaN,NaN,5.0134,3.5298,818.77,333.44,0.5,0.10775
98.687,255.19,-9.4617,-0.0025065,9.4495,0.0048935,-296.8,0.031994,296.8,179.99,5.3425,0.0042028,40,-100,0.99894,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028338,277686,0,2.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3398e-4,NaN,NaN,NaN,NaN,5.3243,3.5605,819.25,333.46,0.5,0.10782
99.187,250.46,-9.4583,7.0106e-4,9.4632,0.017324,-299.49,0.031747,299.49,179.99,5.4274,0.017309,40,-100,0.99894,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028377,278194,0,2.6128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3391e-4,NaN,NaN,NaN,NaN,5.5074,3.5913,819.73,333.48,0.5,0.1079
99.687,245.73,-9.4554,5.865e-4,9.4611,0.024258,-302.18,0.031502,302.18,179.99,5.3085,0.024251,40,-100,0.99895,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028369,278239,0,2.6128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3463e-4,NaN,NaN,NaN,NaN,5.1989,3.622,820.21,333.49,0.5,0.10797
100.13,241.58,-9.4264,0.0067335,9.5177,0.11588,-304.4,0.031287,304.4,179.99,4.8093,0.11569,40,-100,0.99895,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028538,280012,0,2.6454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3355e-4,NaN,NaN,NaN,NaN,4.2217,3.6527,820.69,333.51,0.43997,0.10804
100.63,236.86,-9.4531,-0.0054587,9.4274,0.015659,-306.82,0.031052,306.82,179.99,4.8813,0.014676,40,-100,0.99895,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028266,277450,0,2.5966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2902e-4,NaN,NaN,NaN,NaN,4.9496,3.6797,821.11,333.53,0.5,0.10811
101.13,232.13,-9.4488,8.8318e-4,9.4563,0.02572,-309.3,0.030824,309.3,179.99,5.0073,0.025705,40,-100,0.99895,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028351,278407,0,2.6137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2987e-4,NaN,NaN,NaN,NaN,5.1253,3.7104,821.59,333.55,0.5,0.10817
101.63,227.41,-9.4482,1.2881e-4,9.449,0.0069976,-311.79,0.030599,311.79,179.99,4.973,0.0069964,40,-100,0.99895,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028327,278300,0,2.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3089e-4,NaN,NaN,NaN,NaN,4.9422,3.7411,822.06,333.57,0.5,0.10824
102.13,222.69,-9.4398,0.0017123,9.4602,0.050647,-314.22,0.030373,314.22,179.99,4.7248,0.050618,40,-100,0.99895,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028359,278736,0,2.6184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3059e-4,NaN,NaN,NaN,NaN,4.4961,3.7718,822.54,333.58,0.5,0.1083
102.63,217.97,-9.4402,-7.9332e-5,9.4473,0.039677,-316.63,0.030151,316.63,179.99,4.9194,0.039677,40,-100,0.99895,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028319,278461,0,2.6124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2846e-4,NaN,NaN,NaN,NaN,5.1008,3.8025,823.02,333.6,0.5,0.10837
103.13,213.25,-9.4298,0.0021225,9.4632,0.069967,-319.17,0.029932,319.17,179.99,5.2623,0.069934,40,-100,0.99896,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028365,279039,0,2.6225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3007e-4,NaN,NaN,NaN,NaN,5.5799,3.8332,823.5,333.62,0.5,0.10843
103.63,208.54,-9.4235,0.0012709,9.4612,0.081821,-321.7,0.029707,321.7,179.99,4.8611,0.081812,40,-100,0.99896,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028357,279084,0,2.6226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3291e-4,NaN,NaN,NaN,NaN,4.492,3.8639,823.98,333.64,0.5,0.1085
104.13,203.82,-9.4378,-0.0029066,9.4235,0.0029066,-324.13,0.02948,324.13,179.99,4.8611,1.2928e-5,40,-100,0.99896,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028243,278080,0,2.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2943e-4,NaN,NaN,NaN,NaN,4.862,3.8945,824.45,333.66,0.5,0.10857
104.63,199.1,-9.435,5.7473e-4,9.4378,7.006e-4,-326.56,0.029257,326.56,179.99,4.863,4.0065e-4,40,-100,0.99896,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028284,278606,0,2.6121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2956e-4,NaN,NaN,NaN,NaN,4.8659,3.9252,824.93,333.68,0.5,0.10863
105.13,194.39,-9.4148,0.0041108,9.4696,0.085993,-329.1,0.029036,329.1,179.99,5.2842,0.085894,40,-100,0.99896,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028378,279652,0,2.631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2955e-4,NaN,NaN,NaN,NaN,5.672,3.9558,825.41,333.7,0.5,0.1087
105.63,189.68,-9.4291,-0.002916,9.4189,0.029556,-331.78,0.028811,331.78,180,5.4284,0.029412,40,-100,0.99896,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028225,278262,0,2.6041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3296e-4,NaN,NaN,NaN,NaN,5.5632,3.9865,825.88,333.71,0.5,0.10877
106.13,184.97,-9.4255,7.3372e-4,9.4347,0.034389,-334.54,0.028578,334.54,180,5.597,0.034381,40,-100,0.99897,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.02827,278834,0,2.6141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3437e-4,NaN,NaN,NaN,NaN,5.7537,4.0171,826.36,333.73,0.5,0.10886
106.63,180.25,-9.4256,-1.4071e-5,9.4268,0.01698,-337.31,0.028336,337.31,180,5.5137,0.01698,40,-100,0.99897,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028245,278707,0,2.6109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3586e-4,NaN,NaN,NaN,NaN,5.4378,4.0477,826.84,333.75,0.5,0.10897
107.13,175.54,-9.424,3.2215e-4,9.4256,0.0011471,-340.07,0.02809,340.07,180,5.5191,0.0011009,40,-100,0.99897,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.02824,278775,0,2.6114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.351e-4,NaN,NaN,NaN,NaN,5.5251,4.0783,827.32,333.77,0.5,0.10904
107.63,170.83,-9.4214,5.3745e-4,9.4248,0.013082,-342.85,0.027843,342.85,180,5.5832,0.013071,40,-100,0.99897,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028236,278858,0,2.6122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3514e-4,NaN,NaN,NaN,NaN,5.6434,4.109,827.79,333.79,0.5,0.10911
108.13,166.12,-9.4093,0.0024571,9.4412,0.065124,-345.56,0.027594,345.56,180,5.2641,0.065078,40,-100,0.99897,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028283,279448,0,2.6225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.357e-4,NaN,NaN,NaN,NaN,4.972,4.1396,828.27,333.81,0.5,0.10919
108.63,161.42,-9.4166,-0.001497,9.4116,0.021954,-348.22,0.027347,348.22,180,5.3715,0.021903,40,-100,0.99897,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028193,278678,0,2.6073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3273e-4,NaN,NaN,NaN,NaN,5.4718,4.1702,828.75,333.83,0.5,0.10926
109.13,156.71,-9.3967,0.0040773,9.4524,0.087725,-350.8,0.027105,350.8,180,4.9418,0.08763,40,-100,0.99897,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028314,279993,0,2.6312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3375e-4,NaN,NaN,NaN,NaN,4.5498,4.2008,829.22,333.84,0.5,0.10933
109.63,152.01,-9.413,-0.0033341,9.3982,0.018529,-353.29,0.026868,353.29,180,5.0312,0.018226,40,-100,0.99898,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.02815,278493,0,2.6024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2985e-4,NaN,NaN,NaN,NaN,5.1149,4.2314,829.7,333.86,0.5,0.1094
110.13,147.3,-9.4107,4.6931e-4,9.4134,0.009186,-355.82,0.026637,355.82,180,5.0762,0.009174,40,-100,0.99898,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028194,279047,0,2.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3076e-4,NaN,NaN,NaN,NaN,5.1186,4.2619,830.17,333.88,0.5,0.10947
110.63,142.6,-9.4087,3.9983e-4,9.4107,6.9329e-4,-358.36,0.026408,358.36,180,5.079,5.6638e-4,40,-100,0.99898,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028184,279072,0,2.6117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3112e-4,NaN,NaN,NaN,NaN,5.0825,4.2925,830.65,333.9,0.5,0.10953
111.13,137.9,-9.4025,0.0012723,9.4165,0.040849,-360.84,0.026179,360.84,180,4.8788,0.04083,40,-100,0.99898,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.0282,279350,0,2.6161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3112e-4,NaN,NaN,NaN,NaN,4.6959,4.3231,831.13,333.92,0.5,0.1096
111.46,134.74,-9.3672,0.010712,9.5073,0.15168,-362.4,0.026027,362.4,180,4.38,0.1513,40,-100,0.99898,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.02847,282150,0,2.6681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2937e-4,NaN,NaN,NaN,NaN,3.4707,4.3537,831.6,333.94,0.33614,0.10966
