# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (m/s),Total acceleration (G),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (mm),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
11.631,1025.6,26.958,-1.0307,27.633,1.0313,87.773,0.036431,87.773,0.023781,6.0699,0.03414,40,-99.999,0.9987,2.1471,-6.9727e-5,0.33325,0.017485,266.5,0,0.0068303,3.4151e-5,308.34,272.29,1.3352,0.088643,807976,0,0.10958,0.46137,0.46744,0.33924,0.0011129,0.12102,0.22538,0.30117,1.1428e-4,0,0,0,0,4.0325e-6,3.2005e-4,27,5.7256e-4,69.122,0.036725,NaN,-1.4161,744.49,330.44,0.05,0.074505
11.681,1026.9,26.452,-1.0305,27.136,1.0309,88.076,0.036747,88.076,0.023905,6.0542,0.030056,40,-99.999,0.9987,1.8613,-6.9768e-5,1.0571,0.017286,266.5,0,0.0068303,3.4151e-5,309.02,272.29,1.3603,0.086822,791282,0,0.1051,0.46277,0.4674,0.34069,0.0011039,0.12098,0.19161,0.26013,-2.0456e-4,0,0,0,0,4.23e-5,3.1446e-4,27,5.7256e-4,69.086,0.034232,NaN,-1.4248,744.37,330.44,0.05,0.074687
11.731,1028.2,25.947,-1.0284,26.641,1.0289,88.378,0.037064,88.378,0.024029,6.0395,0.032295,40,-99.999,0.9987,2.1956,-6.9694e-5,1.7255,0.017663,266.5,0,0.0068303,3.4151e-5,308.22,272.29,1.3308,0.085421,778417,0,0.10234,0.46388,0.47025,0.34183,0.0010971,0.12095,0.23123,0.3075,-3.6298e-4,0,0,0,0,1.1642e-4,3.0889e-4,27,5.7256e-4,69.017,0.031764,NaN,-1.4333,744.25,330.43,0.05,0.074868
11.781,1029.5,25.444,-1.0265,26.147,1.027,88.68,0.037382,88.68,0.024153,6.0228,0.034521,40,-99.999,0.9987,2.5318,-6.9818e-5,2.5529,0.018561,266.5,0,0.0068303,3.4151e-5,307.46,272.29,1.3025,0.084044,765784,0,0.099706,0.46499,0.47335,0.34298,0.0010905,0.12092,0.27266,0.35454,-2.6048e-4,0,0,0,0,2.6327e-4,3.0333e-4,27,5.7256e-4,68.911,0.029355,NaN,-1.4416,744.13,330.43,0.05,0.075052
11.831,1030.7,24.941,-1.0242,25.654,1.0249,88.98,0.037701,88.98,0.024276,6.0054,0.037729,40,-99.999,0.9987,2.9666,-6.9862e-5,3.4357,0.019469,266.5,0,0.0068303,3.4151e-5,306.52,272.29,1.2678,0.082758,753974,0,0.097476,0.46605,0.47734,0.34408,0.0010845,0.12089,0.32863,0.41658,1.6208e-4,0,0,0,0,4.9179e-4,2.9778e-4,27,5.7256e-4,68.761,0.026988,NaN,-1.4498,744.01,330.42,0.05,0.075234
11.881,1032,24.439,-1.0223,25.162,1.0231,89.28,0.03802,89.28,0.024399,5.9861,0.039757,40,-99.999,0.9987,3.2896,-6.9799e-5,4.4546,0.019848,266.5,0,0.0068303,3.4151e-5,305.86,272.29,1.2433,0.08143,741792,0,0.09506,0.46717,0.48089,0.34523,0.0010784,0.12086,0.37193,0.4613,1.0601e-5,0,0,0,0,8.5397e-4,2.9225e-4,27,5.7256e-4,68.564,0.024773,NaN,-1.4579,743.9,330.42,0.05,0.075417
11.931,1033.2,23.938,-1.0203,24.671,1.0212,89.579,0.03834,89.579,0.024522,5.9662,0.042327,40,-99.999,0.9987,3.6678,-6.9685e-5,5.513,0.020235,266.5,0,0.0068303,3.4151e-5,305.12,272.29,1.2159,0.080171,730243,0,0.092928,0.46826,0.48505,0.34635,0.0010726,0.12084,0.42449,0.51526,4.9798e-4,0,0,0,0,0.0013494,2.8673e-4,27,5.7256e-4,68.316,0.02276,NaN,-1.4657,743.79,330.41,0.05,0.075609
11.981,1034.4,23.438,-1.0198,24.181,1.0205,89.877,0.038659,89.877,0.024645,5.9455,0.039664,40,-99.999,0.9987,3.5425,-6.9714e-5,6.6307,0.02121,266.5,0,0.0068303,3.4151e-5,305.36,272.29,1.2248,0.078614,715984,0,0.089411,0.46963,0.48544,0.34776,0.0010657,0.1208,0.40685,0.49656,-1.945e-5,0,0,0,0,0.0020301,2.8122e-4,27,5.7256e-4,68.012,0.021021,NaN,-1.4734,743.68,330.41,0.05,0.07579
12.031,1035.5,22.938,-1.0184,23.692,1.0192,90.174,0.038979,90.174,0.024767,5.9266,0.039784,40,-99.999,0.9987,3.6871,-6.9748e-5,7.6251,0.022331,266.5,0,0.0068303,3.4151e-5,305.08,272.29,1.2144,0.077264,703614,0,0.086794,0.47085,0.4879,0.34902,0.0010598,0.12078,0.42723,0.5157,2.2457e-4,0,0,0,0,0.0027794,2.7573e-4,27,5.7256e-4,67.655,0.019553,NaN,-1.481,743.57,330.4,0.05,0.075971
12.081,1036.7,22.44,-1.0168,23.204,1.0176,90.469,0.039299,90.469,0.024888,5.9065,0.041047,40,-99.999,0.9987,3.9512,-6.9799e-5,8.7013,0.022635,266.5,0,0.0068303,3.4151e-5,304.58,272.29,1.1961,0.076026,692263,0,0.084622,0.472,0.49139,0.35019,0.0010544,0.12075,0.46521,0.55292,4.0662e-4,0,0,0,0,0.0037384,2.7025e-4,27,5.7256e-4,67.247,0.018309,NaN,-1.4883,743.47,330.4,0.05,0.076198
12.131,1037.8,21.941,-1.0163,22.717,1.0171,90.764,0.039618,90.764,0.025009,5.8869,0.038244,40,-99.999,0.9987,3.7909,-6.9771e-5,9.7498,0.025126,266.5,0,0.0068303,3.4151e-5,304.88,272.29,1.2071,0.074537,678632,0,0.081337,0.47341,0.49145,0.35164,0.0010482,0.12072,0.44203,0.52884,-3.9817e-4,0,0,0,0,0.0048831,2.6479e-4,27,5.7256e-4,66.786,0.017314,NaN,-1.4955,743.37,330.39,0.05,0.076385
12.181,1038.9,21.443,-1.0148,22.232,1.0155,91.058,0.039937,91.058,0.025129,5.8684,0.039153,40,-99.999,0.9987,4.0245,-6.9791e-5,10.722,0.025003,266.5,0,0.0068303,3.4151e-5,304.44,272.29,1.191,0.073338,667650,0,0.079258,0.47457,0.49473,0.35283,0.0010432,0.1207,0.4759,0.56058,-2.3602e-4,0,0,0,0,0.0061007,2.5935e-4,27,5.7256e-4,66.274,0.016532,NaN,-1.5026,743.27,330.39,0.05,0.07657
12.231,1039.9,20.946,-1.0145,21.747,1.0152,91.351,0.040256,91.351,0.025249,5.8493,0.036052,40,-99.999,0.9987,3.8081,-6.9815e-5,11.734,0.027223,266.5,0,0.0068303,3.4151e-5,304.84,272.29,1.2058,0.071867,654197,0,0.076038,0.47604,0.49432,0.35433,0.0010372,0.12067,0.44449,0.52795,4.5115e-4,0,0,0,0,0.0076083,2.5393e-4,27,5.7256e-4,65.712,0.01602,NaN,-1.5095,743.17,330.38,0.05,0.076755
12.281,1041,20.448,-1.0161,21.264,1.0165,91.643,0.040575,91.643,0.025368,5.8335,0.027675,40,-99.999,0.9987,2.8692,-6.9738e-5,12.528,0.037838,266.5,0,0.0068303,3.4151e-5,306.71,272.29,1.275,0.069945,636643,0,0.071224,0.47801,0.48888,0.35634,0.0010295,0.12064,0.31583,0.39383,-1.9906e-4,0,0,0,0,0.0091565,2.4853e-4,27,5.7256e-4,65.104,0.015793,NaN,-1.5162,743.08,330.38,0.05,0.076942
12.331,1042,19.949,-1.0174,20.782,1.0176,91.934,0.040894,91.934,0.025486,5.8219,0.020513,40,-99.999,0.9987,1.8882,-6.9715e-5,13.043,0.060916,266.5,0,0.0068303,3.4151e-5,308.93,272.29,1.3572,0.068029,619142,0,0.066829,0.48005,0.48498,0.35842,0.0010221,0.1206,0.1947,0.25377,-4.9074e-4,0,0,0,0,0.010492,2.4315e-4,27,5.7256e-4,64.464,0.015795,NaN,-1.5228,742.99,330.38,0.05,0.077221
12.381,1042.9,19.45,-1.0178,20.3,1.0179,92.225,0.041213,92.225,0.025604,5.813,0.01662,40,-99.999,0.9987,1.277,-6.9694e-5,13.349,0.094162,266.5,0,0.0068303,3.4151e-5,310.48,272.29,1.4145,0.066357,603876,0,0.063477,0.48189,0.48422,0.3603,0.0010158,0.12057,0.12613,0.16662,-1.8358e-4,0,0,0,0,0.011552,2.378e-4,27,5.7256e-4,63.804,0.016021,NaN,-1.5292,742.9,330.37,0.05,0.07741
12.431,1043.9,18.951,-1.0169,19.821,1.017,92.516,0.041532,92.516,0.025721,5.8051,0.016254,40,-99.999,0.9987,1.2833,-6.9697e-5,13.574,0.093274,266.5,0,0.0068303,3.4151e-5,310.46,272.29,1.4138,0.065062,592033,0,0.061205,0.48336,0.48572,0.3618,0.001011,0.12055,0.12681,0.1672,-2.4475e-4,0,0,0,0,0.012424,2.3247e-4,27,5.7256e-4,63.131,0.016434,NaN,-1.5354,742.81,330.37,0.05,0.077633
12.481,1044.8,18.453,-1.0158,19.342,1.0159,92.806,0.041851,92.806,0.025838,5.797,0.016582,40,-99.999,0.9987,1.4333,-6.9717e-5,13.827,0.081609,266.5,0,0.0068303,3.4151e-5,310.07,272.29,1.3992,0.063857,581015,0,0.059192,0.48477,0.4877,0.36324,0.0010067,0.12053,0.14317,0.18684,1.6232e-4,0,0,0,0,0.013384,2.2716e-4,27,5.7256e-4,62.446,0.017017,NaN,-1.5415,742.72,330.36,0.05,0.077924
12.531,1045.8,17.955,-1.015,18.865,1.0151,93.095,0.04217,93.095,0.025954,5.789,0.015974,40,-99.999,0.9987,1.3963,-6.9701e-5,14.079,0.082412,266.5,0,0.0068303,3.4151e-5,310.16,272.29,1.4028,0.062538,568971,0,0.056934,0.48635,0.48914,0.36484,0.001002,0.12051,0.1391,0.18086,2.1035e-4,0,0,0,0,0.014468,2.2188e-4,27,5.7256e-4,61.748,0.017758,NaN,-1.5474,742.64,330.36,0.05,0.078208
12.581,1046.6,17.458,-1.0141,18.39,1.0143,93.385,0.04249,93.385,0.02607,5.7813,0.015753,40,-99.999,0.9987,1.4427,-6.9707e-5,14.31,0.076681,266.5,0,0.0068303,3.4151e-5,310.04,272.29,1.3983,0.061272,557402,0,0.054841,0.48791,0.4909,0.36643,9.9763e-4,0.12049,0.1442,0.1864,4.6351e-4,0,0,0,0,0.01557,2.1662e-4,27,5.7256e-4,61.038,0.018644,NaN,-1.5532,742.56,330.36,0.05,0.078491
12.631,1047.5,16.961,-1.0127,17.917,1.0128,93.674,0.04281,93.674,0.026185,5.7733,0.016917,40,-99.999,0.9987,1.8039,-6.9693e-5,14.564,0.055493,266.5,0,0.0068303,3.4151e-5,309.13,272.29,1.3646,0.060206,547669,0,0.053266,0.48926,0.49387,0.3678,9.9401e-4,0.12047,0.18493,0.23558,-2.9158e-4,0,0,0,0,0.016704,2.1139e-4,27,5.7256e-4,60.316,0.019663,NaN,-1.5588,742.48,330.35,0.05,0.07877
12.681,1048.3,16.465,-1.0117,17.445,1.0118,93.962,0.04313,93.962,0.0263,5.7649,0.01705,40,-99.999,0.9987,1.9503,-6.9707e-5,14.87,0.047254,266.5,0,0.0068303,3.4151e-5,308.77,272.29,1.3514,0.059009,536735,0,0.051403,0.49081,0.49618,0.36937,9.9001e-4,0.12045,0.20196,0.25507,6.6399e-5,0,0,0,0,0.018129,2.0618e-4,27,5.7256e-4,59.581,0.020764,NaN,-1.5642,742.4,330.35,0.05,0.079049
12.731,1049.1,15.969,-1.011,16.975,1.0111,94.25,0.043451,94.25,0.026414,5.7567,0.016417,40,-99.999,0.9987,1.9292,-6.971e-5,15.159,0.045348,266.5,0,0.0068303,3.4151e-5,308.82,272.29,1.3532,0.057703,524815,0,0.049311,0.49256,0.49783,0.37114,9.8574e-4,0.12043,0.19949,0.25023,1.4144e-4,0,0,0,0,0.019701,2.01e-4,27,5.7256e-4,58.83,0.021931,NaN,-1.5695,742.33,330.35,0.05,0.079331
12.781,1049.9,15.473,-1.01,16.507,1.0101,94.538,0.043772,94.538,0.026529,5.7486,0.016519,40,-99.999,0.9987,2.0854,-6.9699e-5,15.44,0.037668,266.5,0,0.0068303,3.4151e-5,308.45,272.29,1.3394,0.056512,513950,0,0.04753,0.49419,0.50034,0.37279,9.8194e-4,0.12042,0.21795,0.2705,2.0564e-4,0,0,0,0,0.02131,1.9586e-4,27,5.7256e-4,58.065,0.023123,NaN,-1.5746,742.26,330.34,0.05,0.079579
12.831,1050.7,14.978,-1.0089,16.041,1.0091,94.825,0.044094,94.825,0.026643,5.7405,0.016857,40,-99.999,0.9987,2.3104,-6.9721e-5,15.742,0.029024,266.5,0,0.0068303,3.4151e-5,307.93,272.29,1.32,0.055369,503514,0,0.045892,0.4958,0.5033,0.37443,9.7836e-4,0.1204,0.24515,0.30006,-3.2253e-4,0,0,0,0,0.023076,1.9075e-4,27,5.7256e-4,57.285,0.02434,NaN,-1.5795,742.19,330.34,0.05,0.079778
12.881,1051.4,14.484,-1.0081,15.577,1.0082,95.112,0.044416,95.112,0.026757,5.7322,0.016578,40,-99.999,0.9987,2.3951,-6.9703e-5,16.054,0.024322,266.5,0,0.0068303,3.4151e-5,307.73,272.29,1.3129,0.05413,492217,0,0.044063,0.4976,0.50566,0.37625,9.7456e-4,0.12038,0.25558,0.31065,3.9672e-4,0,0,0,0,0.025113,1.8567e-4,27,5.7256e-4,56.491,0.025574,NaN,-1.5843,742.12,330.34,0.05,0.079963
12.931,1052.1,13.99,-1.0072,15.115,1.0073,95.398,0.044739,95.398,0.02687,5.7241,0.016624,40,-99.999,0.99869,2.5717,-6.9686e-5,16.36,0.018174,266.5,0,0.0068303,3.4151e-5,307.34,272.29,1.2983,0.052952,481474,0,0.042409,0.49937,0.50861,0.37803,9.7104e-4,0.12036,0.27764,0.33286,4.4976e-4,0,0,0,0,0.027253,1.8063e-4,27,5.7256e-4,55.68,0.026831,NaN,-1.5889,742.06,330.34,0.05,0.080146
12.981,1052.8,13.496,-1.0066,14.657,1.0067,95.684,0.045063,95.684,0.026984,5.716,0.01589,40,-99.999,0.99869,2.5508,-6.9691e-5,16.673,0.015771,266.5,0,0.0068303,3.4151e-5,307.39,272.29,1.2999,0.051634,469455,0,0.040473,0.5014,0.51054,0.38009,9.6718e-4,0.12035,0.275,0.32744,-4.5118e-4,0,0,0,0,0.02977,1.7563e-4,27,5.7256e-4,54.854,0.028085,NaN,-1.5934,741.99,330.33,0.05,0.080329
13.031,1053.5,13.003,-1.0059,14.2,1.006,95.97,0.045388,95.97,0.027097,5.7084,0.015521,40,-99.999,0.99869,2.6324,-6.9704e-5,16.957,0.011889,266.5,0,0.0068303,3.4151e-5,307.2,272.29,1.2933,0.050379,458023,0,0.038724,0.5034,0.51315,0.38211,9.636e-4,0.12033,0.28532,0.33616,2.1974e-4,0,0,0,0,0.032343,1.7068e-4,27,5.7256e-4,54.013,0.029318,NaN,-1.5977,741.93,330.33,0.05,0.080511
13.081,1054.1,12.51,-1.0051,13.747,1.0052,96.255,0.045713,96.255,0.027211,5.7008,0.015357,40,-99.999,0.99869,2.7823,-6.9699e-5,17.248,0.0071748,266.5,0,0.0068303,3.4151e-5,306.88,272.29,1.2812,0.049166,446966,0,0.037102,0.5054,0.51626,0.38413,9.6023e-4,0.12031,0.30453,0.35524,3.0159e-4,0,0,0,0,0.035136,1.6577e-4,27,5.7256e-4,53.158,0.030538,NaN,-1.6018,741.87,330.33,0.05,0.080695
13.131,1054.7,12.017,-1.0054,13.297,1.0055,96.54,0.046039,96.54,0.027324,5.6937,0.013187,40,-99.999,0.99869,2.3005,-6.9697e-5,17.514,0.011391,266.5,0,0.0068303,3.4151e-5,307.94,272.29,1.3207,0.047497,431764,0,0.034598,0.50827,0.51589,0.38702,9.5572e-4,0.12029,0.24393,0.2834,-4.8774e-4,0,0,0,0,0.038819,1.6092e-4,27,5.7256e-4,52.289,0.031757,NaN,-1.6058,741.82,330.33,0.05,0.080876
13.181,1055.3,11.524,-1.0042,12.851,1.0043,96.824,0.046367,96.824,0.027437,5.6874,0.013763,40,-99.999,0.99869,2.7122,-6.9695e-5,17.716,0.0029194,266.5,0,0.0068303,3.4151e-5,307.03,272.29,1.2867,0.04644,422134,0,0.033374,0.51015,0.52059,0.38892,9.5294e-4,0.12028,0.2955,0.33829,8.4202e-5,0,0,0,0,0.041552,1.5612e-4,27,5.7256e-4,51.408,0.032959,NaN,-1.6097,741.76,330.32,0.05,0.081061
13.231,1055.9,11.032,-1.0019,12.408,1.0021,97.109,0.046695,97.109,0.027551,5.68,0.016169,40,-99.999,0.99869,3.7313,-6.9702e-5,18.013,-0.0076234,266.5,0,0.0068303,3.4151e-5,304.97,272.29,1.2105,0.045827,416542,0,0.033097,0.51127,0.5302,0.39005,9.5136e-4,0.12027,0.43345,0.48055,-2.7649e-4,0,0,0,0,0.044114,1.5138e-4,27,5.7256e-4,50.516,0.034142,NaN,-1.6133,741.71,330.32,0.05,0.081243
13.281,1056.4,10.541,-0.99897,11.97,0.99916,97.392,0.047024,97.392,0.027664,5.6714,0.019586,40,-99.999,0.99869,4.9985,-6.97e-5,18.404,-0.014448,266.5,0,0.0068303,3.4151e-5,302.75,272.29,1.1284,0.045444,413040,0,0.033392,0.51198,0.54401,0.39077,9.5038e-4,0.12027,0.62534,0.65881,3.9717e-4,0,0,0,0,0.046831,1.467e-4,27,5.7256e-4,49.606,0.035287,NaN,-1.6168,741.66,330.32,0.05,0.081441
13.331,1056.9,10.052,-0.99805,11.537,0.99824,97.676,0.047354,97.676,0.027777,5.6614,0.019498,40,-99.999,0.99869,5.2917,-6.9703e-5,18.891,-0.016201,266.5,0,0.0068303,3.4151e-5,302.29,272.29,1.1111,0.044306,402674,0,0.032068,0.51414,0.54967,0.39294,9.4753e-4,0.12026,0.67294,0.69589,-2.9844e-4,0,0,0,0,0.051909,1.4209e-4,27,5.7256e-4,48.673,0.036391,NaN,-1.6202,741.62,330.32,0.05,0.081626
13.381,1057.4,9.5627,-0.99747,11.108,0.99765,97.958,0.047685,97.959,0.027891,5.6521,0.018886,40,-99.999,0.99869,5.4573,-6.9698e-5,19.331,-0.017353,266.5,0,0.0068303,3.4151e-5,302.03,272.29,1.1016,0.043048,391231,0,0.030525,0.51661,0.55427,0.39542,9.4446e-4,0.12024,0.70035,0.71445,-1.8334e-4,0,0,0,0,0.057574,1.3755e-4,27,5.7256e-4,47.718,0.037443,NaN,-1.6234,741.57,330.32,0.05,0.081809
13.431,1057.9,9.0739,-0.99618,10.685,0.99637,98.241,0.048018,98.241,0.028005,5.6428,0.019346,40,-99.999,0.99869,5.9531,-6.9688e-5,19.786,-0.018916,266.5,0,0.0068303,3.4151e-5,301.29,272.29,1.0743,0.042053,382164,0,0.029561,0.51864,0.56251,0.39746,9.421e-4,0.12023,0.78472,0.7794,2.9964e-4,0,0,0,0,0.063213,1.331e-4,27,5.7256e-4,46.74,0.03845,NaN,-1.6264,741.53,330.31,0.05,0.081994
13.481,1058.3,8.5857,-0.99529,10.269,0.99547,98.523,0.048351,98.523,0.028118,5.6333,0.019191,40,-99.999,0.99869,6.2992,-6.9693e-5,20.253,-0.01976,266.5,0,0.0068303,3.4151e-5,300.8,272.29,1.0561,0.040916,371824,0,0.028331,0.52103,0.5695,0.39987,9.3946e-4,0.12022,0.84562,0.82352,2.2167e-4,0,0,0,0,0.069962,1.2874e-4,27,5.7256e-4,45.739,0.039404,NaN,-1.6293,741.49,330.31,0.05,0.082176
13.531,1058.8,8.0979,-0.99402,9.8592,0.99421,98.804,0.048686,98.804,0.028232,5.6238,0.019533,40,-99.999,0.99869,6.8219,-6.9681e-5,20.72,-0.020651,266.5,0,0.0068303,3.4151e-5,300.1,272.29,1.03,0.039917,362725,0,0.0274,0.5232,0.57875,0.40206,9.3721e-4,0.12021,0.94073,0.89247,4.0213e-4,0,0,0,0,0.076935,1.2448e-4,27,5.7256e-4,44.715,0.040309,NaN,-1.632,741.45,330.31,0.05,0.082359
13.581,1059.2,7.6111,-0.99134,9.4575,0.99157,99.085,0.049021,99.085,0.028346,5.6139,0.021693,40,-99.999,0.99869,7.8973,-6.9679e-5,21.224,-0.022229,266.5,0,0.0068303,3.4151e-5,298.77,272.29,0.98073,0.039421,358209,0,0.027455,0.52431,0.59461,0.40317,9.3611e-4,0.1202,1.1482,1.0436,-2.5624e-4,0,0,0,0,0.082768,1.2032e-4,27,5.7256e-4,43.666,0.041163,NaN,-1.6345,741.41,330.31,0.05,0.082541
13.631,1059.5,7.1259,-0.98753,9.0645,0.98784,99.366,0.049358,99.366,0.028461,5.6024,0.025023,40,-99.999,0.99869,9.2642,-6.9669e-5,21.817,-0.023775,266.5,0,0.0068303,3.4151e-5,297.28,272.29,0.92564,0.039267,356795,0,0.028125,0.52466,0.61395,0.40353,9.3577e-4,0.1202,1.4346,1.2401,-7.6956e-5,0,0,0,0,0.088146,1.1628e-4,27,5.7256e-4,42.591,0.041963,NaN,-1.6369,741.38,330.31,0.05,0.082753
13.681,1059.9,6.6423,-0.98592,8.6814,0.98625,99.645,0.049696,99.645,0.028575,5.5898,0.0254,40,-99.999,0.99869,9.8942,-6.9657e-5,22.485,-0.02397,266.5,0,0.0068303,3.4151e-5,296.66,272.29,0.90268,0.03839,348819,0,0.027364,0.52668,0.62494,0.40555,9.3387e-4,0.12019,1.5751,1.3242,-6.0612e-5,0,0,0,0,0.09795,1.1237e-4,27,5.7256e-4,41.483,0.042709,NaN,-1.6392,741.35,330.31,0.05,0.082937
13.731,1060.2,6.1591,-0.98477,8.3092,0.98509,99.925,0.050036,99.925,0.02869,5.5775,0.025173,40,-99.999,0.99869,10.414,-6.9661e-5,23.132,-0.023709,266.5,0,0.0068303,3.4151e-5,296.18,272.29,0.8848,0.037373,339569,0,0.026342,0.5291,0.63481,0.40798,9.3172e-4,0.12018,1.6948,1.3902,2.7726e-4,0,0,0,0,0.10939,1.086e-4,27,5.7256e-4,40.343,0.043402,NaN,-1.6412,741.32,330.3,0.05,0.083121
13.781,1060.5,5.6767,-0.98256,7.9495,0.98291,100.2,0.050376,100.2,0.028805,5.565,0.026038,40,-99.999,0.99869,11.239,-6.9676e-5,23.798,-0.023812,266.5,0,0.0068303,3.4151e-5,295.46,272.29,0.85817,0.036691,333361,0,0.025896,0.53077,0.64753,0.40966,9.3031e-4,0.12018,1.8924,1.5041,-3.1498e-4,0,0,0,0,0.12012,1.0499e-4,27,5.7256e-4,39.17,0.044046,NaN,-1.6432,741.29,330.3,0.05,0.083304
13.831,1060.8,5.1954,-0.98075,7.6038,0.9811,100.48,0.050718,100.48,0.02892,5.552,0.02634,40,-99.999,0.99869,11.967,-6.9682e-5,24.489,-0.023473,266.5,0,0.0068303,3.4151e-5,294.87,272.29,0.83632,0.035887,326046,0,0.025208,0.53279,0.65889,0.4117,9.2868e-4,0.12017,2.0741,1.6014,-1.7557e-4,0,0,0,0,0.13297,1.0155e-4,27,5.7256e-4,37.962,0.04464,NaN,-1.6449,741.27,330.3,0.05,0.083485
13.881,1061,4.7148,-0.98034,7.2741,0.98066,100.76,0.051061,100.76,0.029036,5.5393,0.025152,40,-99.999,0.99869,12.387,-6.9694e-5,25.175,-0.022246,266.5,0,0.0068303,3.4151e-5,294.54,272.29,0.82434,0.034642,314731,0,0.023805,0.53605,0.66777,0.41496,9.2623e-4,0.12016,2.1822,1.6482,2.948e-4,0,0,0,0,0.1508,9.8308e-5,27,5.7256e-4,36.721,0.045188,NaN,-1.6465,741.24,330.3,0.05,0.08368
13.931,1061.2,4.2342,-0.97905,6.9627,0.97936,101.03,0.051405,101.03,0.029151,5.5272,0.024803,40,-99.999,0.99869,13.063,-6.9696e-5,25.83,-0.02127,266.5,0,0.0068303,3.4151e-5,294.05,272.29,0.80603,0.033666,305854,0,0.022837,0.53871,0.67834,0.41764,9.2437e-4,0.12015,2.3606,1.7347,-2.1449e-4,0,0,0,0,0.1681,9.5275e-5,27,5.7256e-4,35.446,0.045692,NaN,-1.648,741.22,330.3,0.05,0.083862
13.981,1061.4,3.7547,-0.97691,6.6718,0.97723,101.31,0.051751,101.31,0.029267,5.515,0.025134,40,-99.999,0.99869,13.959,-6.9691e-5,26.501,-0.020722,266.5,0,0.0068303,3.4151e-5,293.44,272.29,0.78342,0.032955,299386,0,0.022233,0.54072,0.68922,0.41966,9.2305e-4,0.12014,2.6058,1.857,3.6097e-4,0,0,0,0,0.18466,9.2471e-5,27,5.7256e-4,34.137,0.046159,NaN,-1.6493,741.21,330.3,0.05,0.084044
14.031,1061.6,3.2761,-0.97566,6.4041,0.97597,101.59,0.052097,101.59,0.029383,5.5027,0.024558,40,-99.999,0.99869,14.708,-6.9695e-5,27.18,-0.019443,266.5,0,0.0068303,3.4151e-5,292.96,272.29,0.76582,0.031947,290225,0,0.02118,0.54367,0.69867,0.42261,9.2122e-4,0.12013,2.8186,1.9519,1.3191e-4,0,0,0,0,0.20669,8.9916e-5,27,5.7256e-4,32.795,0.046599,NaN,-1.6504,741.19,330.3,0.05,0.084227
14.081,1061.8,2.7981,-0.97343,6.1626,0.97374,101.86,0.052445,101.86,0.0295,5.4907,0.024688,40,-99.999,0.99869,15.686,-6.9699e-5,27.85,-0.018557,266.5,0,0.0068303,3.4151e-5,292.39,272.29,0.74446,0.031241,283810,0,0.020489,0.5458,0.70676,0.42476,9.1998e-4,0.12013,3.1069,2.086,-1.832e-4,0,0,0,0,0.22693,8.7634e-5,27,5.7256e-4,31.42,0.047009,NaN,-1.6514,741.18,330.3,0.05,0.084408
14.131,1061.9,2.3216,-0.9698,5.95,0.97014,102.14,0.052794,102.14,0.029616,5.4784,0.025698,40,-99.999,0.99869,16.892,-6.9701e-5,28.556,-0.01836,266.5,0,0.0068303,3.4151e-5,291.74,272.29,0.72044,0.030971,281356,0,0.020246,0.54664,0.71061,0.4256,9.1951e-4,0.12012,3.478,2.2626,-5.259e-5,0,0,0,0,0.24275,8.5638e-5,27,5.7256e-4,30.01,0.047391,NaN,-1.6522,741.16,330.3,0.05,0.08459
14.181,1062,1.8474,-0.96388,5.7691,0.96428,102.41,0.053144,102.41,0.029733,5.4653,0.028028,40,-99.999,0.99869,18.298,-6.9689e-5,29.324,-0.019292,266.5,0,0.0068303,3.4151e-5,291.06,272.29,0.69528,0.031387,285131,0,0.020706,0.54536,0.70765,0.42431,9.2023e-4,0.12013,3.932,2.4849,-2.7764e-4,0,0,0,0,0.24925,8.3943e-5,27,5.7256e-4,28.563,0.047742,NaN,-1.6529,741.15,330.3,0.05,0.084783
14.231,1062.1,1.3759,-0.96091,5.6223,0.96132,102.68,0.053496,102.68,0.02985,5.4513,0.027971,40,-99.999,0.99869,19.327,-6.9693e-5,30.178,-0.018273,266.5,0,0.0068303,3.4151e-5,290.61,272.29,0.67858,0.030897,280681,0,0.02004,0.54687,0.70678,0.42583,9.1938e-4,0.12012,4.2784,2.6305,-2.3741e-4,0,0,0,0,0.27241,8.2559e-5,27,5.7256e-4,27.076,0.04806,NaN,-1.6534,741.15,330.3,0.05,0.084973
